From,To,Relation,Relation_details,Actor_A_OCgroupmemberships,Actor_B_OCgroupmemberships
277,1545,Formal Criminal Organization,,"G48, G56","G48, G56"
277,966,Co-Offenders,firearms supplied,"G48, G56",G56
285,211,Co-Offenders,bt sell cocaine,G63,G63
285,764,Co-Offenders,bt sell cocaine,G63,G63
293,64,Co-Offenders,btb operating under control of 66,NONE,NONE
294,1976,Co-Offenders,btb selling cocaine,NONE,NONE
295,1194,Legitimate,Associate,G53,"G10, G26, G90"
295,1194,Co-Offenders,cocaine,G53,"G10, G26, G90"
295,857,Co-Offenders,cocaine & marihuana,G53,G53
295,886,Co-Offenders,cocaine & marihuana,G53,G53
295,1096,Co-Offenders,cocaine & marihuana,G53,G53
295,1206,Co-Offenders,cocaine & marihuana,G53,G53
295,1228,Co-Offenders,cocaine & marihuana,G53,G53
297,675,Co-Offenders,drugs,G54,G54
297,1019,Co-Offenders,drugs,G54,G54
297,1357,Co-Offenders,drugs,G54,G54
297,1816,Co-Offenders,drugs,G54,G54
297,26,Co-Offenders,Same Cell,G54,G54
297,27,Co-Offenders,Same Cell,G54,G54
297,419,Co-Offenders,Same Cell,G54,G54
297,523,Co-Offenders,Same Cell,G54,G54
297,1019,Legitimate,Director,G54,G54
297,27,Legitimate,former director,G54,G54
301,304,Co-Offenders,Drugs,NONE,NONE
301,589,Co-Offenders,Drugs,NONE,NONE
301,1463,Legitimate,Boyfriend /Girlfriend,NONE,NONE
301,1463,Co-Offenders,"Cocaine, heroin, Ecstasy",NONE,NONE
301,1868,Legitimate,Associate,NONE,G40
309,904,Co-Offenders,"Marihuana, cocaine, extortion, prostitution, B&E",G180,G180
309,904,Formal Criminal Organization,,G180,G180
311,1563,Co-Offenders,money laundering,NONE,NONE
318,322,Co-Offenders,bt sell cocaine,G138,NONE
318,995,Co-Offenders,meth production,G138,G138
318,1035,Co-Offenders,meth production,G138,G138
318,1035,Formal Criminal Organization,,G138,G138
318,2115,Co-Offenders,bt supply cocaine,G138,"G138, G140"
318,2115,Formal Criminal Organization,,G138,"G138, G140"
331,1995,Legitimate,Associate,NONE,G167
332,304,Co-Offenders,Meth,NONE,NONE
336,1787,Legitimate,travelled together to the US,G112,G112
339,335,Legitimate,Associate,G132,NONE
340,66,Legitimate,Associate,"G121, G122",NONE
340,113,Co-Offenders,Same Cell,"G121, G122",G122
340,195,Co-Offenders,Same Cell,"G121, G122",G122
340,266,Co-Offenders,Same Cell,"G121, G122",G122
340,338,Co-Offenders,Same Cell,"G121, G122",G122
340,782,Co-Offenders,Same Cell,"G121, G122",G122
340,1582,Co-Offenders,Same Cell,"G121, G122",G122
340,1585,Co-Offenders,Same Cell,"G121, G122",G122
340,1753,Co-Offenders,Same Cell,"G121, G122",G122
340,718,Co-Offenders,Same Cell,"G121, G122","G122, G186"
340,485,Legitimate,Associate,"G121, G122",G123
340,486,Legitimate,Associate,"G121, G122",G123
342,1888,Co-Offenders,counterfeit drivers licences,G55,G139
342,312,Co-Offenders,Same Cell,G55,G55
342,316,Co-Offenders,Same Cell,G55,G55
342,328,Co-Offenders,Same Cell,G55,G55
342,368,Co-Offenders,Same Cell,G55,G55
342,1047,Co-Offenders,Same Cell,G55,G55
342,1048,Co-Offenders,Same Cell,G55,G55
342,1066,Co-Offenders,Same Cell,G55,G55
342,1085,Co-Offenders,Same Cell,G55,G55
342,1197,Co-Offenders,Same Cell,G55,G55
342,1198,Co-Offenders,Same Cell,G55,G55
342,1202,Co-Offenders,Same Cell,G55,G55
342,1203,Co-Offenders,Same Cell,G55,G55
342,1839,Co-Offenders,Same Cell,G55,G55
342,1849,Co-Offenders,Same Cell,G55,G55
342,1887,Co-Offenders,Same Cell,G55,G55
342,2082,Co-Offenders,Same Cell,G55,G55
342,2083,Co-Offenders,Same Cell,G55,G55
342,2085,Co-Offenders,Same Cell,G55,G55
342,2100,Co-Offenders,Same Cell,G55,G55
342,2082,Legitimate,former employee,G55,G55
342,1066,Legitimate,part of the now-defunct business,G55,G55
342,1085,Legitimate,part of the now-defunct business,G55,G55
342,2083,Legitimate,part of the now-defunct business,G55,G55
342,37,Co-Offenders,Same Cell,G55,"G55, G60, G107"
342,37,Legitimate,part of the now-defunct business,G55,"G55, G60, G107"
342,2108,Co-Offenders,Same Cell,G55,"G55, G82"
342,2108,Legitimate,part of the now-defunct business,G55,"G55, G82"
347,28,Co-Offenders,"Extortion, attempted kidnapping",G161,NONE
347,701,Co-Offenders,"Extortion, attempted kidnapping",G161,NONE
347,1324,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
347,1667,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
347,1773,Co-Offenders,"Ecstasy, extortion, money laundering, etc.",G161,G161
347,1773,Formal Criminal Organization,Beaten for unpaid debt,G161,G161
349,609,Co-Offenders,MDMA,NONE,NONE
349,806,Co-Offenders,MDMA,NONE,NONE
349,2086,Co-Offenders,MDMA,NONE,NONE
351,1654,Legitimate,"Real estate sale; coworkers,",NONE,NONE
351,1362,Legitimate,btb associates,NONE,G73
355,1725,Legitimate,Associate,G157,NONE
355,356,Legitimate,Associate,G157,G157
355,723,Legitimate,Associate,G157,G157
355,1274,Legitimate,Associate,G157,G157
355,1786,Legitimate,Associate,G157,G157
355,2127,Legitimate,Associate,G157,G157
355,356,Co-Offenders,"Shoulder surfing, Theft",G157,G157
355,723,Co-Offenders,"Shoulder surfing, Theft",G157,G157
355,1274,Co-Offenders,"Shoulder surfing, Theft",G157,G157
355,1786,Co-Offenders,"Leaders; ""Shoulder surfing"", Theft",G157,G157
355,2127,Co-Offenders,"Shoulder surfing, Theft",G157,G157
361,97,Co-Offenders,Dial-a-doping,G179,G179
375,1129,Co-Offenders,ephedrine/ cocaine smuggling,"G136, G152",NONE
375,313,Co-Offenders,ephedrine/ cocaine smuggling,"G136, G152",G140
377,498,Legitimate,Associate,G130,NONE
377,933,Legitimate,Associate,G130,NONE
377,933,Co-Offenders,involved in a gang-style beating,G130,NONE
377,985,Legitimate,Associate,G130,NONE
377,1069,Legitimate,Associate,G130,NONE
377,1400,Legitimate,Associate,G130,NONE
377,1952,Legitimate,Associate,G130,NONE
377,378,Co-Offenders,Same Cell,G130,G130
377,379,Co-Offenders,Same Cell,G130,G130
386,759,Co-Offenders,marihuana/ cocaine,G30,G30
386,1745,Co-Offenders,marihuana/ cocaine,G30,G30
386,1322,Co-Offenders,marihuana/ cocaine,G30,G98
388,51,Legitimate,Associate,G56,NONE
388,51,Co-Offenders,electronic card skimming,G56,NONE
388,414,Legitimate,Associate,G56,NONE
388,414,Co-Offenders,grow rips & home invasions,G56,NONE
388,1140,Legitimate,Associate,G56,NONE
388,1147,Legitimate,Associate,G56,NONE
388,1372,Legitimate,Associate,G56,NONE
388,277,Co-Offenders,illegal trafficking of firearms,G56,"G48, G56"
388,1545,Co-Offenders,illegal trafficking of firearms,G56,"G48, G56"
388,998,Co-Offenders,firearms,G56,G56
388,1145,Co-Offenders,firearms,G56,G56
388,1996,Co-Offenders,firearms,G56,G56
388,130,Co-Offenders,firearms supplied,G56,G56
388,1456,Co-Offenders,main firearms supplier,G56,G56
388,2052,Co-Offenders,weapons converted to fully automatic,G56,G56
394,711,Legitimate,partners,G107,G107
396,54,Co-Offenders,convicted of weapons possession & smuggling,G70,G70
399,215,Legitimate,Associate,G168,NONE
399,215,Co-Offenders,"marihuana, cocaine, & ephedrine",G168,NONE
399,2012,Formal Criminal Organization,Attempted Murder,G168,NONE
399,1470,Legitimate,Associate,G168,G123
399,47,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
399,400,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
399,401,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
399,403,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
399,1514,Co-Offenders,"drugs, stock manipulation, extortion, money laundering, etc.",G168,G168
399,2137,Legitimate,Associate,G168,"G8, G29, G72"
399,50,Legitimate,Associate,G168,"G8, G9, G10, G24"
402,1650,Legitimate,btb past owner,G27,"G8, G14"
405,1530,Co-Offenders,btb providing drugs,G83,G20
405,221,Co-Offenders,drug supplier,G83,G83
405,1958,Co-Offenders,drug supplier,G83,G83
405,529,Co-Offenders,drug supplier,G83,"G83, G106"
405,1524,Co-Offenders,arrested for trafficking drugs,G83,G99
422,1795,Co-Offenders,routine exports of marihuana,G49,G49
422,1574,Legitimate,associate,G49,"G49, G99"
422,1574,Co-Offenders,routine exports of marihuana,G49,"G49, G99"
422,1783,Co-Offenders,routine exports of marihuana,G49,G51
424,1215,Co-Offenders,btb working together re marihuana drop,G47,G47
424,572,Co-Offenders,btb working together re marihuana drop,G47,"G47, G84"
442,1962,Formal Criminal Organization,shot by 2020,G110,NONE
442,443,Co-Offenders,Same Cell,G110,G110
442,443,Formal Criminal Organization,,G110,G110
443,914,Formal Criminal Organization,fight,G110,NONE
445,1480,Co-Offenders,Insurance fraud,G165,NONE
445,1864,Co-Offenders,Insurance fraud,G165,G165
447,1342,Legitimate,btb associate,G58,G72
449,1818,Co-Offenders,Mortgage Fraud,NONE,NONE
461,64,Co-Offenders,btb Operating under control of 66,NONE,NONE
470,471,Formal Criminal Organization,,G184,G184
471,469,Formal Criminal Organization,,G184,G184
471,472,Formal Criminal Organization,,G184,G184
471,473,Formal Criminal Organization,,G184,G184
476,299,Legitimate,Associate,"G16, G27, G38, G58",NONE
476,475,Legitimate,Associate,"G16, G27, G38, G58",NONE
476,1346,Legitimate,Associate,"G16, G27, G38, G58",NONE
476,1346,Co-Offenders,btb drug contact in other area,"G16, G27, G38, G58",NONE
476,1973,Legitimate,Associate,"G16, G27, G38, G58",NONE
476,2128,Legitimate,Associate,"G16, G27, G38, G58",NONE
476,524,Legitimate,Associate,"G16, G27, G38, G58",G2
476,2075,Co-Offenders,used to be currency courier,"G16, G27, G38, G58","G47, G58, G81"
476,818,Co-Offenders,face charges in Alberta,"G16, G27, G38, G58",G58
476,828,Co-Offenders,"charged  with trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
476,620,Co-Offenders,face charges in Alberta,"G16, G27, G38, G58",G58
476,447,Co-Offenders,previously of the Same Cell,"G16, G27, G38, G58",G58
476,633,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,868,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,1498,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,1522,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,1542,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,1756,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,2047,Co-Offenders,Same Cell,"G16, G27, G38, G58",G58
476,1273,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
476,1343,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
476,1543,Co-Offenders,"trafficking, & conspiracy to traffic in a controlled substance","G16, G27, G38, G58",G58
476,543,Co-Offenders,used to transport contraband,"G16, G27, G38, G58",G58
476,952,Co-Offenders,cocaine importation,"G16, G27, G38, G58","G58, G113"
476,1965,Co-Offenders,cocaine importation,"G16, G27, G38, G58","G58, G113"
476,1722,Legitimate,Associate,"G16, G27, G38, G58",G9
480,1212,Legitimate,Associate,G59,NONE
480,1272,Legitimate,Associate,G59,NONE
480,479,Co-Offenders,Same Cell,G59,G59
480,834,Co-Offenders,Same Cell,G59,G59
480,244,Co-Offenders,,G59,G59
480,1466,Legitimate,Associate,G59,"G59, G94"
480,984,Co-Offenders,Same Cell,G59,"G59, G94"
480,1466,Co-Offenders,have been criminally active together since the early 1970's,G59,"G59, G94"
482,1563,Legitimate,sold business to 1613,"G60, G107",NONE
482,37,Co-Offenders,Same Cell,"G60, G107","G55, G60, G107"
482,1282,Legitimate,close and trusted associate,"G60, G107",G60
482,169,Co-Offenders,Same Cell,"G60, G107",G60
482,170,Co-Offenders,Same Cell,"G60, G107",G60
482,200,Co-Offenders,Same Cell,"G60, G107",G60
482,282,Co-Offenders,Same Cell,"G60, G107",G60
482,541,Co-Offenders,Same Cell,"G60, G107",G60
482,892,Co-Offenders,Same Cell,"G60, G107",G60
482,1012,Co-Offenders,Same Cell,"G60, G107",G60
482,1282,Co-Offenders,Same Cell,"G60, G107",G60
482,1453,Co-Offenders,Same Cell,"G60, G107",G60
482,1581,Co-Offenders,Same Cell,"G60, G107",G60
482,1651,Co-Offenders,Same Cell,"G60, G107",G60
482,2076,Co-Offenders,Same Cell,"G60, G107",G60
482,169,Formal Criminal Organization,,"G60, G107",G60
482,1012,Formal Criminal Organization,,"G60, G107",G60
482,1453,Formal Criminal Organization,,"G60, G107",G60
482,1271,Co-Offenders,Same Cell,"G60, G107","G60, G110"
482,1271,Formal Criminal Organization,,"G60, G107","G60, G110"
482,781,Co-Offenders,marihuana drop,"G60, G107","G60, G90, G107"
485,63,Legitimate,Former Associate,G123,NONE
485,460,Legitimate,Associate,G123,NONE
485,501,Legitimate,Associate,G123,NONE
485,510,Legitimate,Former Associate,G123,NONE
485,807,Legitimate,Associate,G123,NONE
485,986,Legitimate,Former Associate,G123,NONE
485,1336,Legitimate,Associate,G123,NONE
485,1336,Co-Offenders,btb main supplier of dial-a-dope operation,G123,NONE
485,1399,Legitimate,Former Associate,G123,NONE
485,1402,Legitimate,Former Associate,G123,NONE
485,1402,Co-Offenders,murder/  manslaughter,G123,NONE
485,1428,Legitimate,Associate,G123,NONE
485,1468,Legitimate,Former Associate,G123,NONE
485,1603,Legitimate,Former Associate,G123,NONE
485,1694,Legitimate,Associate,G123,NONE
485,1694,Co-Offenders,bt provide drug lines with guns & drugs,G123,NONE
485,1793,Legitimate,Associate,G123,NONE
485,1940,Legitimate,Associate,G123,NONE
485,1950,Legitimate,Associate,G123,NONE
485,2030,Legitimate,Associate,G123,NONE
485,2030,Co-Offenders,bt provide drug lines with guns & drugs,G123,NONE
485,53,Legitimate,Associate,G123,G123
485,536,Legitimate,Associate,G123,G123
485,1469,Legitimate,Former Associate,G123,G123
485,486,Co-Offenders,Same Cell,G123,G123
485,538,Co-Offenders,Same Cell,G123,G123
485,696,Co-Offenders,Same Cell,G123,G123
485,766,Co-Offenders,Same Cell,G123,G123
485,767,Co-Offenders,Same Cell,G123,G123
485,1015,Co-Offenders,Same Cell,G123,G123
485,1279,Co-Offenders,Same Cell,G123,G123
485,1908,Co-Offenders,Same Cell,G123,G123
485,2087,Co-Offenders,Same Cell,G123,G123
485,1600,Legitimate,Former Associate,G123,G65
485,17,Formal Criminal Organization,a rift between the two parties,G123,"G73, G131"
486,538,Co-Offenders,seizure of drugs,G123,G123
486,1279,Co-Offenders,seizure of drugs,G123,G123
489,1985,Co-Offenders,acted as a drug courier,G120,NONE
493,963,Legitimate,associate,G66,NONE
493,963,Co-Offenders,btb members of a gang,G66,NONE
493,727,Co-Offenders,bt pay a “tax” to 754,G66,"G23, G39, G41, G66, G89"
493,1312,Co-Offenders,bt pay a “tax” to 1353,G66,"G23, G41, G66, G89"
495,66,Formal Criminal Organization,enemy,G126,NONE
495,109,Formal Criminal Organization,enemy,G126,NONE
495,987,Legitimate,Associate,G126,NONE
495,1164,Co-Offenders,Same Cell,G126,"G121, G126"
495,116,Co-Offenders,Same Cell,G126,G126
495,649,Co-Offenders,Same Cell,G126,G126
495,693,Co-Offenders,Same Cell,G126,G126
495,878,Co-Offenders,Same Cell,G126,G126
495,930,Co-Offenders,Same Cell,G126,G126
495,942,Co-Offenders,Same Cell,G126,G126
495,1690,Co-Offenders,Same Cell,G126,G126
495,1692,Co-Offenders,bt install compartments in vehicles for smuggling,G126,G126
496,546,Co-Offenders,illegal telemarketing activity,"G61, G134",NONE
496,546,Legitimate,linked to business,"G61, G134",NONE
496,1553,Co-Offenders,illegal telemarketing activity,"G61, G134",NONE
496,1553,Legitimate,linked to business,"G61, G134",NONE
496,131,Co-Offenders,Same Cell,"G61, G134","G61, G134"
496,856,Co-Offenders,Same Cell,"G61, G134","G61, G134"
503,502,Co-Offenders,btb exporting marihuana,G120,G120
511,1094,Co-Offenders,driving a vehicle containing large amount of marihuana,NONE,NONE
519,2026,Co-Offenders,Same Cell,G154,"G149, G154"
519,278,Co-Offenders,Same Cell,G154,G154
519,317,Co-Offenders,Same Cell,G154,G154
519,448,Co-Offenders,Same Cell,G154,G154
519,514,Co-Offenders,Same Cell,G154,G154
519,515,Co-Offenders,Same Cell,G154,G154
519,516,Co-Offenders,Same Cell,G154,G154
519,517,Co-Offenders,Same Cell,G154,G154
519,518,Co-Offenders,Same Cell,G154,G154
519,520,Co-Offenders,Same Cell,G154,G154
519,521,Co-Offenders,Same Cell,G154,G154
519,1404,Co-Offenders,Same Cell,G154,G154
519,1418,Co-Offenders,Same Cell,G154,G154
519,1421,Co-Offenders,Same Cell,G154,G154
519,1422,Co-Offenders,Same Cell,G154,G154
519,1457,Co-Offenders,Same Cell,G154,G154
519,1458,Co-Offenders,Same Cell,G154,G154
519,1555,Co-Offenders,Same Cell,G154,G154
519,1946,Co-Offenders,Same Cell,G154,G154
519,1947,Co-Offenders,Same Cell,G154,G154
519,1948,Co-Offenders,Same Cell,G154,G154
519,2020,Co-Offenders,Same Cell,G154,G154
524,185,Co-Offenders,Drugs,G2,NONE
524,186,Co-Offenders,Drugs,G2,NONE
524,589,Co-Offenders,property used in dealing crack,G2,NONE
524,1834,Formal Criminal Organization,Ch1 former,G2,NONE
524,1834,Legitimate,director,G2,NONE
524,245,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
524,462,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
524,525,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
524,1577,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G2
524,255,Co-Offenders,crack shack property,G2,G2
524,525,Formal Criminal Organization,member/ associate Ch1,G2,G2
524,255,Legitimate,Co-own 11 residences,G2,G2
524,245,Legitimate,Director,G2,G2
524,1577,Legitimate,Director,G2,G2
524,462,Legitimate,director in numerous businesses,G2,G2
524,525,Legitimate,director in numerous businesses,G2,G2
524,2092,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G22
524,2092,Legitimate,director in numerous businesses,G2,G22
524,404,Co-Offenders,"btb: cocaine drug trafficking, & illegal gaming",G2,G27
524,1609,Formal Criminal Organization,member/ associate Ch1,G2,G86
524,1609,Legitimate,owns  businesses in buildings owned by 1659,G2,G86
526,402,Co-Offenders,btb selling stolen property,NONE,G27
526,402,Legitimate,director /officer,NONE,G27
526,1650,Legitimate,btb past owner,NONE,"G8, G14"
527,663,Legitimate,Former Business Partners,NONE,NONE
551,951,Legitimate,Associate,G127,NONE
551,1186,Legitimate,Associate,G127,NONE
551,1691,Legitimate,Associate,G127,NONE
551,1881,Formal Criminal Organization,feud,G127,NONE
551,1934,Legitimate,Associate,G127,NONE
551,542,Legitimate,Associate,G127,G127
551,553,Co-Offenders,Same Cell,G127,G127
551,80,Formal Criminal Organization,feud,G127,G175
551,2094,Legitimate,Associate,G127,G48
551,552,Co-Offenders,Same Cell,G127,"G48, G127"
562,111,Legitimate,Strong Association,G172,NONE
562,111,Co-Offenders,Cocaine,G172,NONE
562,670,Legitimate,Strong Association,G172,NONE
562,670,Co-Offenders,Cocaine,G172,NONE
562,1657,Co-Offenders,Cocaine,G172,NONE
562,1876,Co-Offenders,Cocaine,G172,G173
562,1876,Legitimate,btb silent partner,G172,G173
562,794,Legitimate,First Level Associate,G172,G175
562,794,Co-Offenders,Cocaine,G172,G175
562,832,Co-Offenders,Cocaine,G172,G175
562,2137,Legitimate,Associate,G172,"G8, G29, G72"
563,1703,Legitimate,close associate,"G62, G66",G62
563,758,Co-Offenders,a high level dealer,"G62, G66",G62
563,564,Co-Offenders,btb supplying drugs,"G62, G66",G62
563,1845,Co-Offenders,drug paraphernalia,"G62, G66",G62
